"ID","EjBetalat","LanPerManad","TotaltLan","Fastighetsvarde","ArPaArbete","NBetAnmark","NForsenBetal","KreditAlder","Nkreditprovningar","Nkrediter","KvotKreditInk","AnledningID","ArbeteID"
4290,0,22400,135912,181863,7,0,0,316.9929061,0,17,45.00681808,2,1
4291,0,22400,98238,135561,8.922268,0,0,194.2820992,0,20,29.37360717,1,4
4292,0,22400,65502,104373,14,0,0,141.8128234,0,13,36.22194314,2,2
4293,0,22400,52597,69312,2,0,0,224.2413307,0,12,33.82410789,1,2
4294,0,22400,72866,95734,5,0,0,75.95573527,7,23,37.50722389,1,1
4295,0,22400,127967,167764,1,0.25457,0,377.8649847,1.186055,52,36.43872408,1,2
4296,0,22400,130184,164189,6,0,0,173.6413388,0,39,19.64066727,1,4
4297,0,22400,93140,120977,23,0,0,232.8554836,0,27,39.74431431,1,3
4298,0,22400,40605,76986,9,0,0,276.2759139,0,19,39.7301928,1,4
4299,0,22400,80226,111307,8.922268,0,0,186.6311118,1,24,38.93617569,1,3
4300,0,22400,89985,121601,11,0,0,111.9824201,2,24,30.9911741,2,1
4301,0,22400,71051,102374,14,0,0,137.1896556,0,14,36.12206849,2,2
4302,1,22400,51470,68139,9,0,0,31.16869601,2,8,37.95217991,1,1
4303,0,22400,62354,88287,3,0.25457,0,163.0564093,1.186055,16,37.17139554,1,2
4304,0,22400,69774,107601,2,0.25457,0,248.3932369,5,23,40.96299512,1,1
4305,1,22400,15765,40456,0,1,3,117.6666667,0,12,33.77992,2,3
4306,0,22400,95539,124566,9,0,0,140.6955024,1,24,31.86981041,2,1
4307,1,22400,25585,54049,20,0,0,251.358003,0,19,25.20270637,1,4
4308,0,22400,91402,100845,2,1,0,132.2166218,0,20,35.68247123,1,4
4309,1,22400,73760.82,139654,10,0.25457,0,179.7663,1.186055,21.2961,35.23626523,1,2
4310,0,22400,106561,157214,15,0,0,186.6280966,0,25,33.4306376,1,1
4311,0,22400,79022,105086,8.922268,0,0,179.458917,2,25,38.30639821,1,3
4312,0,22400,16630,56824,25,0,1,199.7384646,0,24,27.02778743,1,3
4313,0,22400,32665,56639,13,0,0,101.7583551,1,25,31.47003128,1,3
4314,0,22400,47687,65704,6,0,0,174.557897,2,27,36.21976783,1,2
4315,0,22400,83990,111096,8.922268,0,0,175.4089363,1,25,39.97273175,1,3
4316,0,22400,37726,59799,8.922268,0,0,219.4892985,0,12,41.14904123,1,3
4317,0,22400,81617,125950,9,0,0,289.5196987,1,16,35.5136585,1,3
4318,0,22400,71784,101695,8.922268,2,1,239.903304,2,14,42.81636756,1,3
4319,0,22400,18371,38311,1,0,0,37.23500048,2,3,29.4760034,1,3
4320,0,22500,44228,86872,24,0,0,256.2869189,1,6,26.85325902,2,3
4321,0,22500,127709,167975,1,0.25457,0,367.1895151,1.186055,51,37.88804981,1,2
4322,0,22500,73760.82,143254,8.922268,0.25457,0,179.7663,1.186055,21.2961,33.77992,1,3
4323,0,22500,62137,95708,4,0.25457,0,187.1661489,1.186055,16,37.46041757,1,2
4324,0,22500,52000,87250,7,0,0,232.3333333,1,20,33.77992,1,3
4325,0,22500,73760.82,42800,8.922268,0.25457,0,89.3,1.186055,13,33.77992,1,3
4326,1,22500,60700,91000,13,0,0,145.0666667,6,29,33.77992,1,6
4327,0,22500,57762,95790,3,0,0,151.7150658,1,21,34.86359608,1,2
4328,0,22500,48405,86989,14,0,0,94.9280885,1,9,4.029951372,1,3
4329,0,22500,76493,105545,8.922268,1,1,235.5417762,2,13,43.06166913,1,3
4330,0,22500,96170,118502,10,0,0,118.15195,1,24,33.20054802,2,1
4331,0,22500,40884,76895,8,0,0,270.2601967,0,18,39.95457278,1,4
4332,0,22500,73567,88157,2,0,0,111.4005357,1,30,33.51922814,1,3
4333,0,22500,87361,140632,24,0,0,146.2961719,0,25,39.87676993,1,4
4334,0,22500,75010,114769,9,0,1,294.2971661,1,28,30.61105116,1,1
4335,0,22500,73760.82,24811,7,0,0,97.53661995,1,19,19.47227247,1,4
4336,0,22500,136086,180804,26,0.25457,4,329.4072371,1,27,33.03141554,1,1
4337,0,22600,133264,172882,6,1,0,190.2475602,0,37,19.97395502,1,4
4338,0,22600,59050,99152,0,0,0,195.0838618,0,26,33.40421221,1,4
4339,0,22600,91177,112123,24,0,0,251.5824035,1,26,42.07798838,1,3
4340,0,22600,96485,120470,9,0,0,112.8403356,2,24,31.86591683,2,1
4341,0,22600,142117,179173,5,0.25457,0,200.8339688,4,42,41.00966476,1,4
4342,0,22600,72522,91587,2,0,0,99.00046796,2,30,35.26211359,1,3
4343,0,22600,63363,90816,3,0.25457,0,174.3265608,1.186055,15,38.74248161,1,2
4344,0,22600,73760.82,144841,8.922268,0.25457,0,179.7663,1.186055,21.2961,16.38239069,1,3
4345,0,22600,73760.82,55376,8.922268,0,1,316.0968745,0,18,38.13586689,1,3
4346,0,22600,233000,260000,6,1,0,244.5333333,3,51,33.77992,2,6
4347,1,22600,69675,92300,16,0,6,240.4333333,0,30,33.77992,1,3
4348,1,22600,155056,187000,0.1,0,0,253.6,0,27,33.77992,1,1
4349,1,22600,78975,103374,11,0,0,259.319755,1,14,27.74405551,1,1
4350,0,22600,109808,139133,9,1,0,195.4588258,4,18,40.20610642,1,1
4351,0,22600,31933,47669,4,0,0,133.447479,1.186055,11,24.20108619,2,6
4352,0,22600,73760.82,45744,8.922268,0.25457,0,84.23176112,1.186055,12,28.45387692,1,3
4353,0,22600,41920,70383,5,0,0,178.7866403,1,26,36.09869413,1,2
4354,0,22600,73760.82,58856,8.922268,0,1,298.8195417,0,18,38.19502654,1,3
4355,0,22600,239115,264462,5,0,0,244.1797304,2,50,36.70087055,2,6
4356,0,22600,34226,85424,9,0,0,277.8486564,0,18,38.0056832,1,4
4357,0,22600,73760.82,55419,8.922268,0,0,299.9557961,0,18,39.09519569,1,3
4358,0,22600,61503,101786,17,0,0,622.3557677,1,24,21.68666861,2,4
4359,0,22600,131098,176119,26,0.25457,5,339.6770182,1,28,33.05755986,1,1
4360,0,22700,73280,92961,8,0,1,109.5702924,3,26,34.61442256,1,4
4361,0,22700,91303,98362,7,0.25457,0,179.7663,1.186055,21.2961,30.68101515,2,3
4362,0,22700,73760.82,132297,1,0,0,309.4459491,3,20,29.37100228,2,3
4363,0,22700,75354,106186,8.922268,0,0,175.3393762,1,24,38.25659362,1,3
4364,0,22700,35261,54701,3,0,0,134.108262,1.186055,11,24.52482499,2,6
4365,0,22700,77356,106233,14,0,0,161.646341,0,27,35.42092808,2,1
4366,0,22700,93542,99198,6,0.25457,0,179.7663,1.186055,21.2961,30.08034344,2,3
4367,0,22700,93413,134653,8.922268,0,0,219.5706538,1,21,27.28456073,1,4
4368,0,22700,36253,88461,24,0,0,255.0887578,0,7,26.86761738,2,3
4369,0,22700,128020,164199,7,0,0,175.8848079,0,37,21.2323579,1,4
4370,1,22700,94601,99755,3,0,0,129.5643008,0,16,37.96930454,1,3
4371,0,22700,46929,71169,6,0,0,57.88081593,2,19,35.55208815,1,3
4372,0,22700,155284,197634,15,0.25457,0,103.7859943,0,24,29.54032204,1,4
4373,0,22700,108488,139559,11,0,0,190.9727785,0,23,34.08001623,2,4
4374,0,22700,73760.82,57156,8.922268,0,0,289.5456726,0,19,40.16294454,1,3
4375,0,22800,76502,101288,20,0,0,188.0777224,0,12,40.35190229,1,3
4376,0,22800,96495,122362,8,0,0,120.9792917,2,24,29.80983516,2,1
4377,0,22800,74979,109716,9,0,1,289.8223696,1,28,31.47990688,1,1
4378,0,22800,76733,105624,1,0.25457,0,225.3275079,5,23,40.69195368,1,1
4379,0,22800,49361,81914,4,0,0,264.9370662,2,25,32.01024461,1,1
4380,0,22800,127010,171758,25,0.25457,5,335.6156509,0,27,32.36504156,1,1
4381,0,22800,39166,84407,11,0,0,276.121973,0,19,38.96836652,1,4
4382,0,22800,73760.82,147730,8.922268,0.25457,0,179.7663,1.186055,21.2961,16.17924959,1,3
4383,0,22800,73760.82,97634,8,0,0,177.5697403,1,16,40.77224843,2,3
4384,0,22800,73760.82,74988,2,0,0,393.5104724,0,23,24.05020799,1,5
4385,0,22800,73760.82,146840,8.922268,0.25457,0,179.7663,1.186055,21.2961,14.80008716,1,3
4386,0,22800,132706,170396,8,0,0,147.414949,0,37,19.51853186,1,4
4387,0,22800,52760,81362,8.922268,0.25457,0,179.7663,1.186055,21.2961,38.02467732,1,3
4388,0,22800,73760.82,57761,8.922268,0,0,310.4829388,0,18,38.50570506,1,3
4389,0,22800,64659,96063,8,0,0,201.0682871,2,18,31.54182212,1,1
4390,0,22800,52644,96376,7,0,0,238.3801452,0,19,34.94670077,1,3
4391,0,22800,62754,101781,19,0,0,628.9819479,0,24,20.20030223,2,4
4392,1,22800,129697,167475,5,0,1,202.6038029,1,18,22.04393384,1,4
4393,0,22900,73760.82,148018,8.922268,0.25457,0,179.7663,1.186055,21.2961,15.93805779,1,3
4394,0,22900,191970,232998,3,0,0,301.1384524,0,27,36.78846956,1,4
4395,0,22900,64803,92258,3,1,0,84.92588137,2,29,33.68409323,1,3
4396,0,22900,90702,115355,24,0.25457,0,308.85054,1,42,38.79333433,1,1
4397,0,22900,70497,103855,13,0,0,149.9896104,0,27,33.76898573,2,1
4398,0,22900,41279,59993,0,0,0,111.2375972,0,17,20.9297294,1,3
4399,0,22900,18059,57109,26,0,1,213.0362848,0,24,25.54701032,1,3
4400,0,22900,95321,123082,3,0,0,205.4415191,2,26,34.05349114,1,6
4401,0,22900,73760.82,81255,3,0,0,405.8678483,0,22,23.54212992,1,5
4402,0,22900,64350,93126,6,0.25457,0,181.8260463,1.186055,16,39.39135211,1,2
4403,0,22900,59702,97591,16,0,0,627.6620795,0,24,22.11885208,2,4
4404,0,22900,136032,180899,21,0,0,240.3474711,0,24,41.59674747,1,4
4405,0,22900,61067,96306,5,0,0,228.898609,1,20,36.13495946,1,3
4406,1,22900,67312,95000,3.9,0,2,122.7666667,0,32,33.77992,2,1
4407,0,22900,65017,88066,3,0,0,93.55292753,1,29,32.01107938,1,3
4408,0,22900,107241,138883,9,1,0,201.7857441,5,18,41.14075208,1,1
4409,1,22900,161754,193666,2,0,0,260.251081,0,27,30.27892939,1,1
4410,0,22900,28217,52804,14,0,0,109.3656846,1,25,30.58772816,1,3
4411,0,22900,41174,86851,25,0,0,267.1326088,0,7,24.38038951,2,3
4412,0,22900,131767,174684,24,0.25457,4,329.647795,1,28,32.36162706,1,1
4413,0,22900,41130,81069,8,0,0,276.0876189,0,19,38.50140657,1,4
4414,0,22900,88244,103144,8,0.25457,0,179.7663,1.186055,21.2961,31.0726936,2,3
4415,0,22900,50876,74270,5,0,0,72.00450998,1,19,34.9570299,1,3
4416,0,23000,108464,155821,16,0,0,170.2231566,0,26,35.059327,1,1
4417,0,23000,73760.82,56390,8.922268,0,1,314.2737125,0,19,37.74372511,1,3
4418,0,23000,58696,102176,18,0,0,629.0957663,0,23,22.82560712,2,4
4419,0,23000,73760.82,150364,8.922268,0.25457,0,179.7663,1.186055,21.2961,17.12566043,1,3
4420,0,23000,91732,140728,8.922268,0,0,203.9066776,0,21,27.69223742,1,4
4421,0,23000,62893,90989,4,0.25457,0,179.8468627,1.186055,16,38.63094673,1,2
4422,0,23000,76561,111389,8,0,1,301.2329108,2,28,30.34670611,1,1
4423,0,23000,68275,89967,8,1,0,140.7144149,4,25,33.6949437,1,4
4424,1,23000,58577,69327,4,0,2,110.4144797,2,33,133.5282704,1,3
4425,0,23000,73760.82,46846,8.922268,0.25457,0,77.55320305,1.186055,13,25.61429467,1,3
4426,0,23000,72681,105405,0,0.25457,0,230.0750645,4,23,43.51909332,1,1
4427,0,23000,76213,184360,12,0,0,379.3499549,0,16,32.04036608,1,3
4428,0,23000,48191,65080,26,0,0,302.8498839,2,32,33.87069555,1,3
4429,1,23000,72638,109183,2,0,0,177.611648,2,22,48.27759122,1,4
4430,1,23000,163805,216500,3.5,0.25457,0,179.7663,1.186055,21.2961,33.77992,2,6
4431,0,23000,131200,163390,7,1,0,215.0666667,1,20,33.77992,1,3
4432,0,23000,213000,280000,7,0.25457,5,468.8666667,1.186055,56,33.77992,2,4
4433,0,23000,42600,69500,10,0,0,119.7,1,20,33.77992,1,3
4434,1,23000,56000,92000,8,1,4,69.13333333,2,27,33.77992,1,3
4435,1,23000,47000,78000,17.8,2,1,100.4666667,0,28,33.77992,1,3
4436,1,23000,32000,55000,0.4,0,0,211.0333333,0,23,33.77992,1,3
4437,0,23000,48003,64720,4,0,0,160.6060458,1,26,33.6299233,1,2
4438,0,23000,32946,52054,6,0,0,123.0672167,1.186055,10,24.02181712,2,6
4439,0,23000,73760.82,49906,8.922268,0.25457,0,96.75696905,1.186055,13,27.44124241,1,3
4440,0,23000,71902,101750,5,0,0,214.3892524,0,13,29.04596406,2,3
4441,0,23100,95352,115077,24,0,0,253.3293713,0,26,39.81680056,1,3
4442,0,23100,71680,101492,1,0.25457,0,230.3616162,5,24,39.87270885,1,1
4443,0,23100,61524,96308,1,0,0,160.3831681,1,21,35.1122412,1,2
4444,0,23100,141937,179756,6,0,0,328.3984932,0,16,43.91004585,2,1
4445,0,23100,75837,183443,9,0,0,377.2910399,0,17,31.43531612,1,3
4446,0,23100,93805,135780,5,0,0,155.0253817,0,31,34.64492165,2,4
4447,0,23100,83458,107589,24,0.25457,0,314.066374,1,43,38.04372621,1,1
4448,0,23100,133867,174105,26,0.25457,3,332.4098399,0,28,30.76863769,1,1
4449,0,23100,42862,63916,5,0,0,182.93212,1,26,35.58378923,1,2
4450,0,23100,72712,185787,10,0,0,362.1817044,1,16,31.86715522,1,3
4451,0,23100,109498,156191,15,0,0,186.2019963,0,25,33.79421161,1,1
4452,0,23100,64601,100170,2,0,0,156.675375,0,21,34.00023607,1,2
4453,0,23100,235937,266793,5,1,0,242.6148614,2,51,36.88704865,2,6
4454,0,23200,184526,237546,2,0,0,291.6334148,0,26,39.48391375,1,4
4455,0,23200,62811,99320,3,0,0,166.8610989,1,21,36.07127157,1,2
4456,0,23200,96345,135081,8.922268,0,0,217.4805423,0,20,26.79993001,1,4
4457,0,23200,112948,159050,16,0,0,189.8390087,0,25,33.49396616,1,1
4458,1,23200,129355,171709,0,0,0,328.5141214,0,30,40.04844004,1,4
4459,0,23200,96043,140090,21,0,0,162.6404305,0,24,39.20510043,1,4
4460,1,23200,14511,81579,7,0,3,272.938299,0,23,47.12058049,1,3
4461,0,23200,40905,81651,6,0,0,274.0020796,0,19,40.10944251,1,4
4462,0,23200,131804,171144,6,0,0,197.768728,0,37,19.77885179,1,4
4463,0,23200,144542,176611,5,0.25457,0,179.239077,5,42,40.82316043,1,4
4464,0,23300,82472,110321,8.922268,0,0,174.2399806,2,25,37.91287247,1,3
4465,0,23300,103162,135013,9,1,0,188.9398399,5,18,40.67081708,1,1
4466,0,23300,81144,106102,7,0,0,288.3727394,1,28,33.27141336,1,1
4467,0,23300,65310,89959,2,0,0,89.7941492,1,30,33.98609881,1,3
4468,0,23300,143821,177028,8,0,0,320.9234361,0,16,44.75295886,2,1
4469,1,23300,36000,101776,19,4,0,113.5666667,2,20,33.77992,1,3
4470,1,23300,84083,107407,2,0,1,153.2333333,6,23,33.77992,1,6
4471,0,23300,61496,102823,18,0,0,649.7471044,1,24,20.87256027,2,4
4472,1,23300,71734,100072,6,0,7,122.7994431,0,21,34.53043859,1,4
4473,0,23300,27793,50177,16,0,0,136.401603,1,24,28.0529211,1,3
4474,1,23300,103783,132612,1,0,0,120.3479666,0,19,203.3121487,1,5
4475,0,23300,91957,135827,8.922268,0,1,203.0716875,0,20,27.83335612,1,4
4476,0,23300,88825,104609,8,0.25457,0,179.7663,1.186055,21.2961,28.01323884,2,3
4477,0,23300,89847,136259,8.922268,0,0,210.0161196,0,21,29.77994226,1,4
4478,0,23400,64332,95770,13,0,0,128.2392225,0,13,35.15764561,2,2
4479,0,23400,81379,105005,8.922268,0,0,186.8909246,1,24,37.88976871,1,3
4480,0,23400,91165,99564,8,0.25457,0,179.7663,1.186055,21.2961,28.97862141,2,3
4481,0,23400,72262,94646,2,0,0,105.9992656,1,29,31.8406351,1,3
4482,0,23400,89427,106590,6,0.25457,0,179.7663,1.186055,21.2961,29.37165152,2,3
4483,0,23400,48549,68957,6,0,0,172.8107266,1,27,34.4567622,1,2
4484,0,23400,125750,165732,6,0,0,195.0845391,0,38,20.73303164,1,4
4485,0,23400,97865,120172,2,0,0,200.5757523,1,26,36.39872872,1,6
4486,0,23400,35634,61149,8.922268,0,0,204.6427862,0,13,41.11515894,1,3
4487,0,23400,89226,119604,3,0,0,221.6813833,1,26,34.5562014,1,6
4488,0,23400,90924,116819,24,0,0,245.8978616,1,27,40.85742704,1,3
4489,0,23400,45766,66192,26,0,0,284.7815723,2,32,35.9367948,1,3
4490,0,23500,95289,122273,9,0,0,118.6161343,1,23,30.44727454,2,1
4491,0,23500,73760.82,90205,9,0,0,169.0149735,0,16,38.69873592,2,3
4492,0,23500,90246,119320,22,0,0,239.2596449,1,26,41.33669648,1,3
4493,1,23500,52457,77436,16,0,0,179.7663,0,0,33.56876627,1,3
4494,0,23500,18989,51607,26,0,1,206.765495,0,24,27.55140882,1,3
4495,0,23500,44952,70191,6,0,0,164.9639399,1,26,35.78815771,1,2
4496,0,23500,68049,93394,6,0,0,191.1124423,2,18,32.13282224,1,1
4497,0,23500,133197,168990,8,1,0,214.2845994,0,19,36.64262904,1,3
4498,0,23500,48286,81958,6,0,0,248.8600943,2,25,32.46730089,1,1
4499,1,23500,54816,87000,3.5,0,1,223.2,0,17,33.77992,1,3
4500,1,23500,73760.82,143168,10,0.25457,0,179.7663,1.186055,21.2961,35.73356733,1,2
4501,0,23500,73760.82,131203,0,0,0,318.8471298,3,21,31.08415579,2,3
4502,0,23500,146371,179434,6,0.25457,0,195.1781446,4,43,39.94505447,1,4
4503,0,23500,75708,102198,2,0.25457,0,231.4343159,5,23,42.17978642,1,1
4504,0,23500,73760.82,59600,26,0,0,127.8,0,9,33.77992,1,3
4505,0,23500,90129,141785,23,1,0,158.9968245,0,25,40.33195033,1,4
4506,0,23500,37858,60890,2,0,0,110.0572738,0,17,19.26843955,1,3
4507,0,23500,65587,87101,3,0,0,83.23800004,2,30,32.03167837,1,3
4508,0,23500,62742,111921,15,0,3,282.9760159,0,36,27.14820546,1,4
4509,0,23500,132737,285749,4,0,0,213.3929949,0,14,31.23611381,2,1
4510,0,23500,94109,97194,1,1,0,116.8186482,0,20,35.86611643,1,4
4511,0,23500,73760.82,66217,24,0,1,122.1475515,1,8,20.17202126,1,3
4512,0,23500,55731,89079,4,0,0,273.6743799,1,25,33.50940904,1,1
4513,0,23500,190239,233603,3,0,0,285.3312926,0,27,39.91648297,1,4
4514,0,23500,147696,118200,4,0,0,103.6727859,2,34,30.36171141,1,4
4515,0,23500,86144,138953,13,0,0,110.0541983,3,15,41.8416909,1,3
4516,0,23500,62441,97293,1,0,0,152.8327542,0,21,34.53125999,1,2
4517,1,23500,73760.82,116983,8.922268,0,1,143.4146448,0,10,35.06031985,2,3
4518,0,23600,70769,183593,11,0,0,367.0984875,1,17,33.78919233,1,3
4519,0,23600,30758,57280,13,0,0,104.3956905,2,24,31.12039862,1,3
4520,0,23600,87875,139025,10,0,0,112.9125146,2,15,38.50589728,1,3
4521,0,23600,136607,172414,6,0,0,226.0402946,0,20,36.97693039,1,3
4522,0,23600,73760.82,68208,26,0,0,119.5859013,0,8,20.81825554,1,3
4523,0,23600,50424,70281,24,0,0,312.7384712,4,31,35.77167592,1,3
4524,0,23600,69846,189234,11,0,0,357.8050619,0,17,30.56428034,1,3
4525,0,23600,36438,80176,10,0,0,289.7015389,0,19,39.92995455,1,4
4526,0,23600,57327,105411,14,0,3,276.1823627,0,35,29.2830325,1,4
4527,0,23600,94908,101678,1,1,0,125.7017044,0,19,33.22431913,1,4
4528,0,23600,141000,175000,2,0,0,192.7666667,0,35,33.77992,1,3
4529,0,23600,82639,114266,8.922268,0,0,186.1563472,2,25,37.9438682,1,3
4530,0,23600,96452,125277,11,0,0,127.359922,1,23,30.98553896,2,1
4531,0,23600,126254,169638,6,0,0,176.7491631,0,38,17.62092021,1,4
4532,0,23600,82407,106431,8.922268,0,0,169.8052711,0,24,39.48884444,1,3
4533,0,23600,140284,182591,21,0,0,224.9413467,0,24,41.8717558,1,4
4534,0,23600,56023,83659,5,0,0,267.7555345,2,25,32.20078133,1,1
4535,0,23700,76196,100929,17,0,0,180.731154,1,13,41.52602645,1,3
4536,0,23700,73760.82,78878,4,0,0,408.1876462,0,23,24.20093583,1,5
4537,0,23700,57553,101656,19,0,0,648.3284926,0,23,22.84647896,2,4
4538,1,23700,43712,75191,6,0,0,50.71753483,2,18,37.10325125,1,2
4539,0,23700,73760.82,78812,4,0,0,412.0205467,0,24,25.63726309,1,5
4540,0,23700,138632,186585,20,0,0,225.8977255,0,24,42.76682961,1,4
4541,0,23700,144373,180927,5,0.25457,0,175.8153754,5,43,40.31579003,1,4
4542,0,23700,73760.82,46665,8.922268,0.25457,0,85.1283538,1.186055,12,24.99135942,1,3
4543,0,23700,46910,75136,10,0,0,119.2312044,1,19,43.829588,1,3
4544,0,23700,93734,98099,8,0.25457,0,179.7663,1.186055,21.2961,30.02008799,2,3
4545,0,23700,62949,99295,15,0,0,145.3552803,0,14,36.03276029,2,2
4546,1,23700,76000,106000,2.6,1,0,138.9666667,2,38,33.77992,1,5
4547,0,23700,82983,106877,8.922268,0,0,177.0176744,2,24,40.99520822,1,3
4548,0,23700,87141,140428,22,1,0,169.2836314,1,25,40.98061565,1,4
4549,0,23700,104752,143913,8.922268,0.25457,0,179.7663,1.186055,21.2961,36.76101419,2,3
4550,0,23700,18825,55549,26,0,1,203.8609299,0,25,26.62907739,1,3
4551,0,23700,58068,97948,1,0,0,160.0582364,1,21,34.35546078,1,2
4552,0,23800,74390,186176,10,0,0,363.1401917,1,16,30.27099531,1,3
4553,0,23800,73760.82,71798,6,0,0,119.7119547,2,5,19.62452779,2,2
4554,0,23800,76390,110315,7,0,0,275.9553562,2,29,29.71360104,1,1
4555,0,23800,45279,68939,6,0,0,77.22882195,1,19,35.5214873,1,3
4556,1,23800,19612,77300,15,0,6,173.4666667,0,19,33.77992,1,4
4557,0,23800,188250,233800,2,0,0,307.5727526,1,27,36.6907244,1,4
4558,1,23800,55753,87971,1,0,0,56.66709939,0,13,64.77572776,2,3
4559,1,23800,9124,41900,28,0,2,120.7333333,1,16,33.77992,1,3
4560,0,23800,46884,68142,8,0,0,59.40577506,1,18,35.69663622,1,3
4561,0,23800,73760.82,55669,8.922268,0,1,308.4251258,0,18,37.65407524,1,3
4562,0,23800,101536,147601,10,0,0,161.2557418,1,23,32.71942124,2,4
4563,0,23800,44372,67279,6,0,0,75.81397134,2,19,36.52956948,1,3
4564,0,23900,7500,26500,17,3,0,126.8333333,2,19,33.77992,1,3
4565,0,23900,236803,267036,7,0,0,252.0735449,1,50,38.07409059,2,6
4566,0,23900,73760.82,63096,8.922268,0,0,313.8097258,0,19,37.51332405,1,3
4567,0,23900,21549,49842,25,0,0,300.2963125,1.186055,12,30.20398928,1,3
4568,0,23900,90475,136094,8.922268,0,1,207.784271,0,21,30.54921583,1,4
4569,0,23900,70694,95718,11,0,0,138.1673596,0,13,38.56120628,2,2
4570,0,23900,16082,31196,17,2,0,123.3686461,1,19,26.71625685,1,3
4571,0,23900,95060,134567,8.922268,0,0,194.2510061,0,20,27.15706127,1,4
4572,0,23900,31992,57986,8.922268,0,0,226.2432432,0,12,38.67184311,1,3
4573,1,23900,73760.82,105700,0.8,0.25457,0,179.7663,1.186055,21.2961,33.77992,1,3
4574,0,23900,80406,108122,17,0,0,211.9232753,0,13,41.4948398,1,3
4575,0,23900,27800,43403,27,0,0,307.6242388,1.186055,12,31.91370468,1,3
4576,0,23900,85097,100730,9,0.25457,0,179.7663,1.186055,21.2961,29.50851727,2,3
4577,0,23900,90244,120751,3,0,0,194.9872525,1,26,35.40605965,1,6
4578,0,23900,55284,92305,7,0,0,241.0836493,1,19,37.47975712,1,3
4579,0,23900,73760.82,62276,26,0,0,127.024625,0,8,20.40782558,1,3
4580,0,23900,140328,183533,8,0,0,322.7881144,0,17,45.41317755,2,1
4581,0,23900,87884,116559,23,0.25457,0,314.3944934,0,42,37.98813172,1,1
4582,0,23900,73760.82,151738,8.922268,0.25457,0,179.7663,1.186055,21.2961,16.42639471,1,3
4583,0,24000,43427,68308,25,0,0,302.772262,2,31,34.87185516,1,3
4584,0,24000,96072,122441,10,0,0,127.741782,1,24,33.6080373,2,1
4585,0,24000,31243,50602,3,1,0,135.1985186,1.186055,11,25.35716493,2,6
4586,0,24000,144975,180539,6,0.25457,0,193.1196811,5,43,39.59359522,1,4
4587,0,24000,43948,86111,24,0,0,258.3035939,0,7,26.61774876,2,3
4588,1,24000,88783,116967,2,0,0,171.5062567,5,23,56.96183857,1,6
4589,1,24000,19500,38000,8.922268,0,1,198.9,1.186055,17,33.77992,1,3
4590,0,24000,16997,45000,25,0,0,118.6666667,1,11,33.77992,1,3
4591,0,24000,137000,204963,5,0,0,189.7,1,28,33.77992,2,4
4592,0,24000,114196,150000,4,0,0,289.1333333,0,25,33.77992,1,1
4593,0,24000,59300,88000,16,0,0,97.93333333,1,17,33.77992,1,3
4594,1,24000,35000,101776,3,1,0,177.5,0,16,33.77992,1,6
4595,1,24000,136000,101776,3,1,6,303.2942857,1,27,33.77992,1,4
4596,1,24000,18655,48800,3,0,0,65.96666667,3,12,33.77992,2,3
4597,0,24000,239568,266430,7,0,0,243.7324175,3,50,35.87195895,2,6
4598,0,24000,111488,163796,15,0,0,185.8020505,0,25,32.22967397,1,1
4599,0,24000,17575,50375,23,0,0,135.7640508,0,11,22.9810051,1,3
4600,1,24100,164155,225184,2,0.25457,0,179.7663,1.186055,21.2961,31.56422692,2,6
4601,0,24100,57041,92081,7,0,0,230.0597297,0,19,35.89670864,1,3
4602,0,24100,77435,113000,10,0,1,124.7666667,0,19,33.77992,1,4
4603,1,24100,30951,58000,11,0,4,36.5,0,12,33.77992,1,1
4604,0,24100,184697,238729,2,0,0,317.6925568,0,26,37.78203628,1,4
4605,0,24100,61811,97086,6,0,0,222.6265908,1,19,34.68253701,1,3
4606,0,24100,80005,102098,18,1,0,196.2531041,1,12,39.7589325,1,3
4607,0,24100,104442,161366,14,0,0,195.6423332,0,25,34.54080952,1,1
4608,0,24100,95549,112283,22,0,0,243.3497326,0,28,39.08269663,1,3
4609,0,24100,57555,90732,8,0,0,236.9619925,1,19,37.93487786,1,3
4610,0,24100,73760.82,49433,8.922268,0.25457,0,83.09972613,1.186055,13,26.14897018,1,3
4611,1,24200,10286,101776,24.5,0,1,216.1333333,4,32,33.77992,1,3
4612,0,24200,45902,70212,25,0,0,303.7624695,3,32,35.22386162,1,3
4613,0,24200,91491,141827,21,1,0,163.1743772,0,25,42.06098177,1,4
4614,0,24200,92572,121310,9,0,0,117.0455007,1,24,30.48278003,2,1
4615,0,24200,242111,266670,6,1,0,243.0031287,3,51,36.57538774,2,6
4616,0,24200,49798,67458,6,0,0,68.93111022,2,18,36.46436586,1,3
4617,1,24200,121000,162900,13,1,1,151.9333333,1,35,33.77992,1,6
4618,1,24200,37500,101776,4,0,0,123.8,0,14,33.77992,1,4
4619,1,24200,39808,101776,3,1,0,184.7251127,0,16,51.63038059,1,6
4620,0,24200,68477,91598,16,0,0,88.66520126,0,17,32.52309222,1,3
4621,0,24200,22763,47622,23,0,0,126.9226912,1,10,23.04094471,1,3
4622,0,24200,63229,89394,15,0,0,84.66879155,0,16,35.60488671,1,3
4623,0,24200,150939,183208,1,0,0,205.776802,0,34,39.65633406,1,3
4624,0,24200,90626,116601,2,0,0,226.1163866,1,27,34.49993837,1,6
